sent_id,doc_id,sent_index,date,speaker,sentence
2-16,2,16,2021-08-05,Christopher J. Waller,"Any such general purpose, account-based CBDC would likely require explicit congressional authorization."
2-17,2,17,2021-08-05,Christopher J. Waller,Central Bank Money versus Commercial Bank Money It is useful to note that in our daily lives we use both central bank money and commercial bank money for transactions.
2-18,2,18,2021-08-05,Christopher J. Waller,"Central bank money (i.e., money that is a liability of the Federal Reserve) includes physical currency held by the general public and digital account balances held by banks at the Federal Reserve."
2-19,2,19,2021-08-05,Christopher J. Waller,"The funds banks put into these accounts are called reserve balances, which are used to clear and settle payments between banks."
2-20,2,20,2021-08-05,Christopher J. Waller,"In contrast, checking and savings accounts at commercial banks are liabilities of the banks, not the Federal Reserve."
2-21,2,21,2021-08-05,Christopher J. Waller,"The bulk of transactions, by value, that U.S. households and firms make each day use commercial bank money as the payment instrument."
2-22,2,22,2021-08-05,Christopher J. Waller,"Federal Reserve Accounts and Commercial Bank Accounts Under current law, the Federal Reserve offers accounts and payment services to commercial banks."
2-23,2,23,2021-08-05,Christopher J. Waller,These accounts provide a risk-free settlement asset for trillions of dollars of daily interbank payments.
2-24,2,24,2021-08-05,Christopher J. Waller,"Importantly, the use of central bank money to settle interbank payments promotes financial stability because it eliminates credit and liquidity risk in systemically important payment systems."
2-25,2,25,2021-08-05,Christopher J. Waller,"Congress did not establish the Federal Reserve to provide accounts directly to the general public; the Federal Reserve instead works in the background by providing accounts to commercial banks, which then provide bank accounts to the general public."
2-26,2,26,2021-08-05,Christopher J. Waller,"Under this structure, commercial banks act as an intermediary between the Federal Reserve and the general public."
2-27,2,27,2021-08-05,Christopher J. Waller,"The funds in commercial bank accounts are digital and can be used to make digital payments to households and businesses, but commercial banks promise to redeem a dollar in one's bank account into $1 of U.S. currency."
2-28,2,28,2021-08-05,Christopher J. Waller,"In short, banks peg the exchange rate between commercial bank money and the U.S. dollar at one-to-one."
2-29,2,29,2021-08-05,Christopher J. Waller,"Due to substantial regulatory and supervisory oversight and federal deposit insurance, households and firms reasonably view this fixed exchange rate as perfectly credible."
2-30,2,30,2021-08-05,Christopher J. Waller,"Consequently, they treat commercial bank money and central bank money as perfect substitutes—they are interchangeable as a means of payment."
2-31,2,31,2021-08-05,Christopher J. Waller,The credibility of this fixed exchange rate between commercial and central bank money is what allows our payment system to be stable and efficient.
2-32,2,32,2021-08-05,Christopher J. Waller,I will return to this point later.
2-33,2,33,2021-08-05,Christopher J. Waller,This division of functions between the Federal Reserve and commercial banks reflects an economic truth: that markets operate efficiently when private-sector firms compete to provide the highest-quality products to consumers and businesses at the lowest possible cost.
2-34,2,34,2021-08-05,Christopher J. Waller,"In general, the government should compete with the private sector only to address market failures."
2-35,2,35,2021-08-05,Christopher J. Waller,Consideration of the Case for a Federal Reserve CBDC This brings us back to my original question: What is the problem with our current payment system that only a CBDC would solve?
2-36,2,36,2021-08-05,Christopher J. Waller,Could it be that physical currency will disappear?
2-37,2,37,2021-08-05,Christopher J. Waller,"As I mentioned before, the key to having credible commercial bank money is the promise that banks will convert a dollar of digital bank money into a dollar of U.S. physical currency."
2-38,2,38,2021-08-05,Christopher J. Waller,But how can banks deliver on their promise if U.S. currency disappears?
2-39,2,39,2021-08-05,Christopher J. Waller,"Accordingly, many central banks are considering adoption of a CBDC as their economies become ""cashless."""
2-40,2,40,2021-08-05,Christopher J. Waller,"Eliminating currency is a policy choice, however, not an economic outcome, and Chair Powell has made clear that U.S. currency is not going to be replaced by a CBDC."
2-41,2,41,2021-08-05,Christopher J. Waller,"Thus, a fear of imminently vanishing physical currency cannot be the reason for adopting a CBDC."
2-42,2,42,2021-08-05,Christopher J. Waller,"Could it be that the payment system is too limited in reach, and that introducing a CBDC would make the payment system bigger, broader, and more efficient?"
2-43,2,43,2021-08-05,Christopher J. Waller,It certainly doesn't look that way to me.
2-44,2,44,2021-08-05,Christopher J. Waller,"Our existing interbank payment services have nationwide reach, meaning that an accountholder at one commercial bank can make a payment to an accountholder at any other U.S. bank."
2-45,2,45,2021-08-05,Christopher J. Waller,The same applies to international payments—accountholders at U.S. banks can transfer funds abroad to accountholders at foreign banks.
2-46,2,46,2021-08-05,Christopher J. Waller,"So, a lack of connectedness and geographic breadth in the U.S. payment system is not a good reason to introduce a CBDC."
2-47,2,47,2021-08-05,Christopher J. Waller,Could it be that existing payment services are too slow?
2-48,2,48,2021-08-05,Christopher J. Waller,"A group of commercial banks has recently developed an instant payment service (the Real-Time Payment Service, or RTP), and the Federal Reserve is creating its own instant payment service, FedNowSM."
2-49,2,49,2021-08-05,Christopher J. Waller,These services will move funds between accountholders at U.S. commercial banks immediately after a payment is initiated.
2-50,2,50,2021-08-05,Christopher J. Waller,"While cross-border payments are typically less efficient than domestic payments, efforts are underway to improve cross-border payments as well."
2-51,2,51,2021-08-05,Christopher J. Waller,These innovations are all moving forward in the absence of a CBDC.
2-52,2,52,2021-08-05,Christopher J. Waller,"Consequently, facilitating speedier payments is not a compelling reason to create a CBDC."
2-53,2,53,2021-08-05,Christopher J. Waller,Could it be that too few people can access the payment system?
2-54,2,54,2021-08-05,Christopher J. Waller,Some argue that introducing a CBDC would improve financial inclusion by allowing the unbanked to more readily access financial services.
2-55,2,55,2021-08-05,Christopher J. Waller,"To address this argument, we need to know, first, the size of the unbanked population, and second, whether the unbanked population would use a Federal Reserve CBDC account."
2-56,2,56,2021-08-05,Christopher J. Waller,"According to a recent Federal Deposit Insurance Corporation (FDIC) survey, approximately 5.4 percent of U.S. households were unbanked in 2019."
2-57,2,57,2021-08-05,Christopher J. Waller,"The FDIC survey also found that approximately 75 percent of the unbanked population ""were not at all interested"" or ""not very interested"" in having a bank account."
2-58,2,58,2021-08-05,Christopher J. Waller,"If the same percentage of the unbanked population would not be interested in a Federal Reserve CBDC account, this means that a little more than 1 percent of U.S. households are both unbanked and potentially interested in a Federal Reserve CBDC account."
2-59,2,59,2021-08-05,Christopher J. Waller,"It is implausible to me that developing a CBDC is the simplest, least costly way to reach this 1 percent of households."
2-60,2,60,2021-08-05,Christopher J. Waller,"Instead, we could promote financial inclusion more efficiently by, for example, encouraging widespread use of low-cost commercial bank accounts through the Cities for Financial Empowerment Bank On project."
2-61,2,61,2021-08-05,Christopher J. Waller,Could it be that a CBDC is needed because existing payment services are unreasonably expensive?
2-62,2,62,2021-08-05,Christopher J. Waller,"In order to answer this question, we need to understand why the price charged for a payment might be considered ""high."""
2-63,2,63,2021-08-05,Christopher J. Waller,"In economics, the price of a service is typically composed of two parts: the marginal cost of providing the service and a markup that reflects the market power of the seller."
2-64,2,64,2021-08-05,Christopher J. Waller,"The marginal cost of processing a payment depends on the nature of the payment (for example, paper check versus electronic transfer), the technology used (for example, batched payments versus real-time payments), and the other services provided in processing the payment (for example, risk and fraud services)."
2-65,2,65,2021-08-05,Christopher J. Waller,"Since these factors are primarily technological, and there is no reason to think that the Federal Reserve can develop cheaper technology than private firms, it seems unlikely that the Federal Reserve would be able to process CBDC payments at a materially lower marginal cost than existing private-sector payment services."
2-66,2,66,2021-08-05,Christopher J. Waller,"The key question, then, is how a CBDC would affect the markup charged by banks for a variety of payment services."
2-67,2,67,2021-08-05,Christopher J. Waller,The markup that a firm can charge depends on its market power and thus the degree of competition it faces.
2-68,2,68,2021-08-05,Christopher J. Waller,"Introducing a CBDC would create additional competition in the market for payment services, because the general public could use CBDC accounts to make payments directly through the Federal Reserve—that is, a CBDC would allow the general public to bypass the commercial banking system."
2-69,2,69,2021-08-05,Christopher J. Waller,"Deposits would flow from commercial banks into CBDC accounts, which would put pressure on banks to lower their fees, or raise the interest rate paid on deposits, to prevent additional deposit outflows."
2-70,2,70,2021-08-05,Christopher J. Waller,"It seems to me, however, that private-sector innovations might reduce the markup charged by banks more effectively than a CBDC would."
2-71,2,71,2021-08-05,Christopher J. Waller,"If commercial banks are earning rents from their market power, then there is a profit opportunity for nonbanks to enter the payment business and provide the general public with cheaper payment services."
2-72,2,72,2021-08-05,Christopher J. Waller,"And, indeed, we are currently seeing a surge of nonbanks getting into payments."
2-73,2,73,2021-08-05,Christopher J. Waller,"For example, in recent years, ""stablecoin"" arrangements have emerged as a particularly important type of nonbank entrant into the payments landscape."
2-74,2,74,2021-08-05,Christopher J. Waller,"Stablecoins are digital assets whose value is tied to one or more other assets, such as a sovereign currency."
2-75,2,75,2021-08-05,Christopher J. Waller,A stablecoin could serve as an attractive payment instrument if it is pegged one-to-one to the dollar and is backed by a safe and liquid pool of assets.
2-76,2,76,2021-08-05,Christopher J. Waller,"If one or more stablecoin arrangements can develop a significant user base, they could become a major challenger to banks for processing payments."
2-77,2,77,2021-08-05,Christopher J. Waller,"Importantly, payments using such stablecoins might be ""free"" in the sense that there would be no fee required to initiate or receive a payment."
2-78,2,78,2021-08-05,Christopher J. Waller,"Accordingly, one can easily imagine that competition from stablecoins could pressure banks to reduce their markup for payment services."
2-79,2,79,2021-08-05,Christopher J. Waller,Please note that I am not endorsing any particular stablecoin—some of which are not backed by safe and liquid assets.
2-80,2,80,2021-08-05,Christopher J. Waller,"The promise of redemption of a stablecoin into one U.S. dollar is not perfectly credible, nor have they been tested by an actual run on the stablecoin."
2-81,2,81,2021-08-05,Christopher J. Waller,"There are many legal, regulatory, and policy issues that need to be resolved before stablecoins can safely proliferate."
2-82,2,82,2021-08-05,Christopher J. Waller,"My point, however, is that the private sector is already developing payment alternatives to compete with the banking system."
2-83,2,83,2021-08-05,Christopher J. Waller,"Hence, it seems unnecessary for the Federal Reserve to create a CBDC to drive down payment rents."
2-84,2,84,2021-08-05,Christopher J. Waller,"Returning to possible problems a CBDC could solve, it is often argued that the creation of a CBDC would spur innovation in the payment system."
2-85,2,85,2021-08-05,Christopher J. Waller,This leads me to ask: do we think there is insufficient innovation going on in payments?
2-86,2,86,2021-08-05,Christopher J. Waller,"To the contrary, it seems to me that private-sector innovation is occurring quite rapidly—in fact, faster than regulators can process."
2-87,2,87,2021-08-05,Christopher J. Waller,"So, spurring innovation is not a compelling reason to introduce a CBDC."
2-88,2,88,2021-08-05,Christopher J. Waller,"Could it be, however, that the types of innovations being pursued by the private sector are the ""wrong"" types of payment innovations?"
2-89,2,89,2021-08-05,Christopher J. Waller,I see some merit in this argument when I consider crypto-assets such as bitcoin that are often used to facilitate illicit activity.
2-90,2,90,2021-08-05,Christopher J. Waller,But a CBDC is unlikely to deter the use of crypto-assets that are designed to evade governmental oversight.
2-91,2,91,2021-08-05,Christopher J. Waller,Could the problem be that government authorities have insufficient information regarding the financial transactions of U.S. citizens?
2-92,2,92,2021-08-05,Christopher J. Waller,"In general, the government has sought to balance individuals' right to privacy with the need to prevent illicit financial transactions, such as money laundering."
2-93,2,93,2021-08-05,Christopher J. Waller,"For example, while the government does not receive all transaction data regarding accountholders at commercial banks, the Bank Secrecy Act requires that commercial banks report suspicious activity to the government."
2-94,2,94,2021-08-05,Christopher J. Waller,"Depending on its design, CBDC accounts could give the Federal Reserve access to a vast amount of information regarding the financial transactions and trading patterns of CBDC accountholders."
2-95,2,95,2021-08-05,Christopher J. Waller,"The introduction of a CBDC in China, for example, likely will allow the Chinese government to more closely monitor the economic activity of its citizens."
2-96,2,96,2021-08-05,Christopher J. Waller,Should the Federal Reserve create a CBDC for the same reason?
2-97,2,97,2021-08-05,Christopher J. Waller,"I, for one, do not think so."
2-98,2,98,2021-08-05,Christopher J. Waller,Could the problem be that the reserve currency status of the U.S. dollar is at risk and the creation of a Federal Reserve CBDC is needed to maintain the primacy of the U.S. dollar?
2-99,2,99,2021-08-05,Christopher J. Waller,"Some commentators have expressed concern, for example, that the availability of a Chinese CBDC will undermine the status of the U.S. dollar."
2-100,2,100,2021-08-05,Christopher J. Waller,I see no reason to expect that the world will flock to a Chinese CBDC or any other.
2-101,2,101,2021-08-05,Christopher J. Waller,Why would non-Chinese firms suddenly desire to have all their financial transactions monitored by the Chinese government?
2-102,2,102,2021-08-05,Christopher J. Waller,Why would this induce non-Chinese firms to denominate their contracts and trading activities in the Chinese currency instead of the U.S. dollar?
2-103,2,103,2021-08-05,Christopher J. Waller,"Additionally, I fail to see how allowing U.S. households to, for example, pay their electric bills via a Federal Reserve CBDC account instead of a commercial bank account would help to maintain global dollar supremacy."
2-104,2,104,2021-08-05,Christopher J. Waller,"(Of course, Federal Reserve CBDC accounts that are available to persons outside the United States might promote use of the dollar, but global availability of Federal Reserve CBDC accounts would also raise acute problems related to, among other things, money laundering.)"
2-105,2,105,2021-08-05,Christopher J. Waller,"Finally, could it be that new forms of private money, such as stablecoins, represent a threat to the Federal Reserve for conducting monetary policy?"
2-106,2,106,2021-08-05,Christopher J. Waller,"Many commentators have suggested that new private monies will diminish the impact of the Federal Reserve's policy actions, since they will act as competing monetary systems."
2-107,2,107,2021-08-05,Christopher J. Waller,It is well established in international economics that any country that pegs its exchange rate to the U.S. dollar surrenders its domestic monetary policy to the United States and imports U.S. monetary policy.
2-108,2,108,2021-08-05,Christopher J. Waller,This same logic applies to any entity that pegs its exchange rate to the U.S. dollar.
2-109,2,109,2021-08-05,Christopher J. Waller,"Consequently, commercial banks and stablecoins pegged to the U.S. dollar act as conduits for U.S. monetary policy and amplify policy actions."
2-110,2,110,2021-08-05,Christopher J. Waller,"So, if anything, private stablecoins pegged to the dollar broaden the reach of U.S. monetary policy rather than diminish it."
2-111,2,111,2021-08-05,Christopher J. Waller,"After exploring many possible problems that a CBDC could solve, I am left with the conclusion that a CBDC remains a solution in search of a problem."
2-112,2,112,2021-08-05,Christopher J. Waller,That leaves us only with more philosophical reasons to adopt a CBDC.
2-113,2,113,2021-08-05,Christopher J. Waller,"One could argue, for example, that the general public has a fundamental right to hold a riskless digital payment instrument, and a CBDC would do this in a way no privately issued payment instrument can."
2-114,2,114,2021-08-05,Christopher J. Waller,"On the other hand, thanks to federal deposit insurance, commercial bank accounts already offer the general public a riskless digital payment instrument for the vast majority of transactions."
2-115,2,115,2021-08-05,Christopher J. Waller,One could also argue that the Federal Reserve should provide a digital option as an alternative to the commercial banking system.
2-116,2,116,2021-08-05,Christopher J. Waller,"The argument is that the government should not force its citizens to use the commercial banking system, but should instead allow access to the central bank as a public service available to all."
2-117,2,117,2021-08-05,Christopher J. Waller,"As I noted earlier in my speech, however, the current congressionally mandated division of functions between the Federal Reserve and commercial banks reflects an understanding that, in general, the government should compete with the private sector only to address market failures."
2-118,2,118,2021-08-05,Christopher J. Waller,"This bedrock principle has stood America in good stead since its founding, and I don't think that CBDCs are the case for making an exception."
2-119,2,119,2021-08-05,Christopher J. Waller,"In summary, while CBDCs continue to generate enormous interest in the United States and other countries, I remain skeptical that a Federal Reserve CBDC would solve any major problem confronting the U.S. payment system."
2-120,2,120,2021-08-05,Christopher J. Waller,"There are also potential costs and risks associated with a CBDC, some of which I have alluded to already."
2-121,2,121,2021-08-05,Christopher J. Waller,I have noted my belief that government interventions into the economy should come only to address significant market failures.
2-122,2,122,2021-08-05,Christopher J. Waller,The competition of a Fed CBDC could disintermediate commercial banks and threaten a division of labor in the financial system that works well.
2-123,2,123,2021-08-05,Christopher J. Waller,"And, as cybersecurity concerns mount, a CBDC could become a new target for those threats."
2-124,2,124,2021-08-05,Christopher J. Waller,"I expect these and other potential risks from a CBDC will be addressed in the forthcoming discussion paper, and I intend to expand upon them as the debate over digital currencies moves forward."
3-0,3,0,2022-02-18,Lael Brainard,The financial system is undergoing fast-moving changes associated with digitalization and decentralization.
3-1,3,1,2022-02-18,Lael Brainard,"Some of these innovations hold considerable promise to reduce transaction costs and frictions, increase competition, and improve financial inclusion, but there are also potential risks."
3-2,3,2,2022-02-18,Lael Brainard,"With technology driving profound change, it is important we prepare for the financial system of the future and not limit our thinking to the financial system of today."
3-3,3,3,2022-02-18,Lael Brainard,"The Evolving Digitalization and Decentralization of Finance In recent years, there has been explosive growth in the development and adoption of new digital assets that leverage distributed ledger technologies and cryptography."
3-4,3,4,2022-02-18,Lael Brainard,The market capitalization of cryptocurrencies grew from less than $100 billion five years ago to a high of almost $3 trillion in November 2021 and is currently around $2 trillion.
3-5,3,5,2022-02-18,Lael Brainard,"In parallel, we have seen rapid growth in the platforms that facilitate the crypto finance ecosystem, including decentralized finance (DeFi) platforms."
3-6,3,6,2022-02-18,Lael Brainard,"These crypto platforms facilitate a variety of activities, including lending, trading, and custodying crypto-assets, in some cases outside the traditional regulatory guardrails for investor and consumer protection, market integrity, and transparency."
3-7,3,7,2022-02-18,Lael Brainard,"The growth in the crypto finance ecosystem is fueling demand for stablecoins—digital assets that are intended to maintain stable value relative to reference assets, such as the U.S. dollar."
3-8,3,8,2022-02-18,Lael Brainard,"Stablecoin supply grew nearly sixfold in 2021, from roughly $29 billion in January 2021 to $165 billion in January 2022."
3-9,3,9,2022-02-18,Lael Brainard,"There is a high degree of concentration among a few dollar-pegged stablecoins: As of January 2022, the largest stablecoin by market capitalization made up almost half of the market, and the four largest stablecoins together made up almost 90 percent."
3-10,3,10,2022-02-18,Lael Brainard,"Today, stablecoins are being used as collateral on DeFi and other crypto platforms, as well as in facilitating trading and monetization of cryptocurrency positions on and between crypto and other platforms."
3-11,3,11,2022-02-18,Lael Brainard,"In the future, some issuers envision that stablecoins will also have an expanded reach in the payment system and be commonly used for everyday transactions, both domestic and cross-border."
3-12,3,12,2022-02-18,Lael Brainard,So it is important to have strong frameworks for the quality and sufficiency of reserves and risk management and governance.
3-13,3,13,2022-02-18,Lael Brainard,"As noted in a recent report on stablecoins by the President's Working Group on Financial Markets, it is important to guard against run risk, whereby the prospect of an issuer not being able to promptly and adequately meet redemption requests for the stablecoin at par could result in a sudden surge in redemption demand."
3-14,3,14,2022-02-18,Lael Brainard,"It is also important to address settlement risk, whereby funds settlement is not certain and final when expected, and systemic risk, whereby the failure or distress of a stablecoin provider could adversely affect the broader financial system."
3-15,3,15,2022-02-18,Lael Brainard,The prominence of crypto advertisements during the Super Bowl highlighted the growing engagement of retail investors in the crypto ecosystem.
3-16,3,16,2022-02-18,Lael Brainard,"In late 2021, Pew Research found that 16 percent of survey respondents reported having personally invested in, traded, or otherwise used a cryptocurrency—up from less than 1 percent of respondents in 2015.7 There is also rising interest among institutional investors."
3-17,3,17,2022-02-18,Lael Brainard,So it is perhaps not surprising that established financial intermediaries are undertaking efforts to expand the crypto services and products they offer.
3-18,3,18,2022-02-18,Lael Brainard,"If the past year is any guide, the crypto financial system is likely to continue to grow and evolve in ways that increase interconnectedness with the traditional financial system."
3-19,3,19,2022-02-18,Lael Brainard,"As a result, officials in many countries are undertaking efforts to understand and adapt to the transformation of the financial system."
3-20,3,20,2022-02-18,Lael Brainard,"Many jurisdictions are making efforts to ensure statutory and regulatory frameworks apply like rules to like risks, and some jurisdictions are issuing or contemplating issuing central bank currency in digital form."
3-21,3,21,2022-02-18,Lael Brainard,Preparing for the Payment System of the Future The Federal Reserve needs to be preparing for the payment landscape of the future even as we continue to make improvements to meet today's needs.
3-22,3,22,2022-02-18,Lael Brainard,"In light of the rapid digitalization of the financial system, the Federal Reserve has been thinking critically about whether there is a role for a potential U.S. central bank digital currency (CBDC) in the digital payment landscape of the future and about its potential properties, costs, and benefits."
3-23,3,23,2022-02-18,Lael Brainard,Our financial and payment system delivers important benefits today and is continuing to improve with developments like real-time payments.
3-24,3,24,2022-02-18,Lael Brainard,"Nonetheless, certain challenges remain, such as a lack of access to digital banking and payment services for some Americans and expensive and slow cross-border payments."
3-25,3,25,2022-02-18,Lael Brainard,Growing interest in the digital financial ecosystem suggests that technology is enabling potential improvements that merit consideration.
3-26,3,26,2022-02-18,Lael Brainard,"In addition, it is important to consider how new forms of crypto-assets and digital money may affect the Federal Reserve's responsibilities to maintain financial stability, a safe and efficient payment system, household and business access to safe central bank money, and maximum employment and price stability."
3-27,3,27,2022-02-18,Lael Brainard,It is prudent to explore whether there is a role for a CBDC to preserve some of the safe and effective elements of the financial system of the present in a way that is complementary to the private sector innovations transforming the financial landscape of the future.
3-28,3,28,2022-02-18,Lael Brainard,The public and private sector play important complementary roles within the financial system in the United States.
3-29,3,29,2022-02-18,Lael Brainard,"From Fedwire to FedNow, the Federal Reserve has over a century of experience working to improve the infrastructure of the U.S. payment system to provide a resilient and adaptable foundation for dynamic private sector activity."
3-30,3,30,2022-02-18,Lael Brainard,"In parallel, private sector banks and nonbanks have competed to build the best possible products and services on top of that foundation and to meet the dollar-denominated needs of consumers and investors at home and around the world."
3-31,3,31,2022-02-18,Lael Brainard,"The result is a resilient payment system that is responsive to the changing needs of businesses, consumers, and investors."
3-32,3,32,2022-02-18,Lael Brainard,"While the official sector provides a stable currency, operates some important payment rails, and undertakes regulation and oversight of financial intermediaries and critical financial market infrastructures, the private sector brings competitive forces encouraging efficiency and new product offerings and driving innovation."
3-33,3,33,2022-02-18,Lael Brainard,Responsible innovation has the potential to increase financial inclusion and efficiency and to lower costs within guardrails that protect consumers and investors and safeguard financial stability.
3-34,3,34,2022-02-18,Lael Brainard,"As we assess the range of future states of the financial system, it is prudent to consider how to preserve ready public access to government-issued, risk-free currency in the digital financial system—the digital equivalent of the Federal Reserve's issuance of physical currency."
3-35,3,35,2022-02-18,Lael Brainard,"The Board recently issued a discussion paper that outlines the Federal Reserve's current thinking on the potential benefits, risks, and policy considerations of a U.S. CBDC."
3-36,3,36,2022-02-18,Lael Brainard,The paper does not advance any specific policy outcome and does not signal that the Board will make any imminent decisions about the appropriateness of issuing a U.S. CBDC.
3-37,3,37,2022-02-18,Lael Brainard,It lays out four CBDC design principles that analysis to date suggests would best serve the needs of the United States if one were created.
3-38,3,38,2022-02-18,Lael Brainard,"Those principles are that a potential CBDC should be privacy-protected, so consumer data and privacy are safeguarded; intermediated, such that financial intermediaries rather than the Federal Reserve interface directly with consumers; widely transferable, so the payment system is not fragmented; and identity-verified, so law enforcement can continue to combat money laundering and funding of terrorism."
3-39,3,39,2022-02-18,Lael Brainard,"Financial Stability Given the Federal Reserve's mandate to promote financial stability, any consideration of a CBDC must include a robust evaluation of its impact on the stability of the financial system—not only as it exists today but also as it may evolve in the future."
3-40,3,40,2022-02-18,Lael Brainard,"In consideration of the financial system today, it would be important to explore design features that would ensure complementarity with established financial intermediation."
3-41,3,41,2022-02-18,Lael Brainard,A CBDC—depending on its features—could be attractive as a store of value and means of payment to the extent it is seen as the safest form of money.
3-42,3,42,2022-02-18,Lael Brainard,"This could make it attractive to risk-averse users, perhaps leading to increased demand for the CBDC at the expense of other intermediaries during times of stress."
3-43,3,43,2022-02-18,Lael Brainard,"So it is important to undertake research regarding the tools and design features that could be introduced to limit such risks, such as offering a non-interest bearing CBDC and limiting the amount of CBDC an end user could hold or transfer."
3-44,3,44,2022-02-18,Lael Brainard,"As I noted at the start, the digital asset and payment ecosystem is evolving at a rapid pace."
3-45,3,45,2022-02-18,Lael Brainard,"Thus, it is also important to contemplate the potential role of a CBDC to promote financial stability in a future financial system in which a growing range of consumer payment and financial transactions would be conducted via digital currencies such as stablecoins."
3-46,3,46,2022-02-18,Lael Brainard,"If current trends continue, the stablecoin market in the future could come to be dominated by just one or two issuers."
3-47,3,47,2022-02-18,Lael Brainard,"Depending on the characteristics of these stablecoins, there could be large shifts in desired holdings between these stablecoins and deposits, leading to large-scale redemptions by risk-averse users at times of stress that could prove disruptive to financial stability."
3-48,3,48,2022-02-18,Lael Brainard,"In such a future state, the coexistence of CBDC alongside stablecoins and commercial bank money could prove complementary, by providing a safe central bank liability in the digital financial ecosystem, much like cash currently coexists with commercial bank money."
3-49,3,49,2022-02-18,Lael Brainard,"It is essential that policymakers, including the Federal Reserve, plan for the future of the payment system and consider the full range of possible options to bring forward the potential benefits of new technologies, while safeguarding stability."
3-50,3,50,2022-02-18,Lael Brainard,International Considerations Analysis of the potential future state of the financial system is not limited to the domestic implications.
3-51,3,51,2022-02-18,Lael Brainard,"The dollar is important to global financial markets: It is not only the predominant global reserve currency, but the dollar is also the most widely used currency in international payments."
3-52,3,52,2022-02-18,Lael Brainard,Decisions by other major jurisdictions to issue CBDCs could bring important changes to global financial markets that may prove more or less disruptive and that could influence the potential risks and benefits of a U.S. CBDC.
3-53,3,53,2022-02-18,Lael Brainard,"Thus, it is wise to consider what the future states of global financial markets and transactions would look like both with and without a Federal Reserve-issued CBDC."
3-54,3,54,2022-02-18,Lael Brainard,"For example, the People's Bank of China has been piloting the digital yuan, also known as e-CNY, in numerous Chinese cities over the past two years."
3-55,3,55,2022-02-18,Lael Brainard,The substantial early progress on the digital yuan may have implications for the evolution of cross-border payments and payment systems.
3-56,3,56,2022-02-18,Lael Brainard,And it may influence the development of norms and standards for cross-border digital financial transactions.
3-57,3,57,2022-02-18,Lael Brainard,It is prudent to consider how the potential absence or issuance of a U.S. CBDC could affect the use of the dollar in payments globally in future states where one or more major foreign currencies are issued in CBDC form.
3-58,3,58,2022-02-18,Lael Brainard,A U.S. CBDC may be one potential way to ensure that people around the world who use the dollar can continue to rely on the strength and safety of U.S. currency to transact and conduct business in the digital financial system.
3-59,3,59,2022-02-18,Lael Brainard,"More broadly, it is important to consider how the United States can continue to play a lead role in the development of standards governing international digital financial transactions involving CBDCs consistent with norms such as privacy and security."
3-60,3,60,2022-02-18,Lael Brainard,"Given the dollar's important role as a payment instrument across the world, it is essential that the United States be on the frontier of research and policy development regarding CBDC, as international developments related to CBDC can have implications for the global financial system."
3-61,3,61,2022-02-18,Lael Brainard,"Technology Research and Experimentation Given the range of possible future states with significant digitization of the financial system, it is important that the Federal Reserve is actively engaging with the underlying technologies."
3-62,3,62,2022-02-18,Lael Brainard,"Our work to build 24x7x365 instant payments rails leverages lessons from some of today's most resilient, high-performing, and large-scale technology platforms across the globe."
3-63,3,63,2022-02-18,Lael Brainard,"It is providing important insights on the clearing and settlement models associated with real time payments as well as on fraud, cyber resilience, cloud computing, and related technologies."
3-64,3,64,2022-02-18,Lael Brainard,"In parallel with the Board's public consultation on CBDC, the Federal Reserve Bank of Boston, in collaboration with the Massachusetts Institute of Technology, has developed a theoretical high-performance transaction processor for CBDC."
3-65,3,65,2022-02-18,Lael Brainard,They recently published the resulting software under an open-source license as a way of engaging with the broader technical community and promoting transparency and verifiability.
3-66,3,66,2022-02-18,Lael Brainard,"Moreover, the Board is studying how innovations, such as distributed ledger technology, could improve the financial system."
3-67,3,67,2022-02-18,Lael Brainard,This work includes experimentation with stablecoin interoperability and testing of retail payments across multiple distributed payment ledger systems.
3-68,3,68,2022-02-18,Lael Brainard,"The Federal Reserve Bank of New York recently established an Innovation Center, focused on validating, designing, building, and launching new financial technology products and services for the central bank community."
3-69,3,69,2022-02-18,Lael Brainard,"These technology research and development initiatives are vital to our responsibilities to promote a safe and efficient payment system and financial stability, whatever the future may bring."
3-70,3,70,2022-02-18,Lael Brainard,"Conclusion The financial system is not standing still, and neither can we."
3-71,3,71,2022-02-18,Lael Brainard,The digital financial ecosystem is evolving rapidly and becoming increasingly connected with the traditional financial system.
3-72,3,72,2022-02-18,Lael Brainard,"It is prudent for the Board to understand the evolving payment landscape, the technological advancements and consumer demands driving this evolution, and the consequent policy choices as it seeks to fulfill its congressionally-mandated role to promote a safe, efficient, and inclusive system for U.S. dollar transactions."
3-73,3,73,2022-02-18,Lael Brainard,"To prepare for the financial system of the future, the Federal Reserve is engaging in research and experimentation with these new technologies and consulting closely with public and private sector partners."
4-0,4,0,2022-05-26,Lael Brainard,"Chairwoman Waters, Ranking Member McHenry, and other members of the Committee, I am pleased to join you today."
4-1,4,1,2022-05-26,Lael Brainard,"With technology driving profound change, it is important we prepare for the financial system of the future and not limit our thinking to the financial system of today."
4-2,4,2,2022-05-26,Lael Brainard,"No decision has been made about whether a U.S. central bank digital currency (CBDC) will be a part of that future, but it is important to undertake the necessary work to inform any such decision and to be ready to move forward should the need arise."
